Date,Open,High,Low,Close,Adj Close,Volume
2017-02-27,173.221802,173.279160,171.395798,171.510513,137.438522,3861100
2017-02-28,171.491394,172.686417,171.462708,171.912048,137.760315,3423976
2017-03-01,172.543015,174.521988,172.112808,173.948380,139.392105,3143858
2017-03-02,173.881454,173.881454,172.495224,172.590820,138.304230,3052437
2017-03-03,172.590820,173.346085,171.854691,172.131927,137.936493,1905812
2017-03-06,171.816437,173.030594,171.673035,172.533463,138.258270,3351802
2017-03-07,172.762909,173.317398,172.275330,172.447418,138.189316,3117603
2017-03-08,172.801147,172.992355,171.414917,171.558319,137.476852,3721040
2017-03-09,171.271515,171.367111,168.145309,169.388138,135.737778,5694529
2017-03-10,170.372849,171.596558,169.617584,170.009567,136.235809,3242914
2017-03-13,170.028687,170.229446,168.661575,168.699814,135.186218,3642381
2017-03-14,168.432129,169.043976,167.504776,167.992355,134.619263,3292285
2017-03-15,167.982788,168.527725,167.065002,168.078400,134.688248,3991013
2017-03-16,170.611862,171.128113,169.043976,169.445511,135.783752,4510143
2017-03-17,168.537292,169.015289,167.925430,167.925430,134.565628,6193366
2017-03-20,167.925430,168.432129,167.437866,167.973236,134.603973,2590001
2017-03-21,168.269592,168.479919,166.195023,166.233276,133.209686,4108374
2017-03-22,166.386230,167.361374,165.200760,167.093689,133.899185,3609223
2017-03-23,166.759079,167.944550,165.927338,167.131927,133.929779,3912040
2017-03-24,167.418732,167.782028,165.764816,166.185471,133.171326,3369898
2017-03-27,165.095596,166.500961,164.521988,166.128113,133.125397,3408914
2017-03-28,166.290634,167.304016,165.391968,166.835571,133.692291,3685999
2017-03-29,166.634796,166.816437,165.831741,166.290634,133.255646,3227538
2017-03-30,166.214142,166.912048,166.051620,166.214142,133.194336,3314042
2017-03-31,166.328873,167.256210,166.051620,166.481842,133.408844,3047730
2017-04-03,166.175903,167.179733,165.755264,166.826004,133.684662,4483679
2017-04-04,165.889099,167.265778,165.640533,166.845123,133.699921,3251909
2017-04-05,167.017212,168.575531,165.210327,165.277252,132.443573,6525889
2017-04-06,165.841293,165.841293,164.674957,164.866150,132.114120,3593428
2017-04-07,164.512421,165.325043,163.747604,164.569794,131.876648,3753362
2017-04-10,164.942642,164.971313,163.479919,163.671127,131.156509,3964235
2017-04-11,163.145309,163.699814,161.548752,163.078400,130.681534,5116927
2017-04-12,163.518158,163.671127,162.543015,163.154877,130.742798,3427637
2017-04-13,162.447418,163.824097,162.074570,162.074570,129.877075,3352953
2017-04-17,162.284897,163.766724,162.160614,163.575531,131.079895,3891329
2017-04-18,163.279160,164.139572,162.361374,162.571701,130.275482,6637393
2017-04-19,154.646271,155.487579,152.581268,154.579346,123.870880,20171378
2017-04-20,154.225616,155.258133,153.441681,155.162521,124.338203,6785193
2017-04-21,154.923523,154.980881,153.326965,153.326965,122.867302,5865759
2017-04-24,154.196945,154.464630,153.365204,153.680695,123.150749,5565348
2017-04-25,154.665390,154.913956,153.326965,153.336517,122.874969,5083978
2017-04-26,153.470367,154.015289,152.858505,153.021027,122.622139,4526879
2017-04-27,153.240921,153.422562,152.609940,153.269592,122.821320,4312240
2017-04-28,153.441681,153.527725,152.676865,153.240921,122.798370,4345189
2017-05-01,153.011475,153.365204,151.720840,151.854691,121.687508,5162324
2017-05-02,152.428299,152.476105,151.663483,152.103256,121.886658,3355777
2017-05-03,151.759079,152.437866,151.548752,151.653915,121.526588,4176992
2017-05-04,151.902481,152.141495,151.395798,152.055450,121.848366,4477508
2017-05-05,146.768646,148.929260,146.271515,148.231354,118.783951,13097280
2017-05-08,146.080307,146.720840,145.506699,146.300186,118.381706,7836632
2017-05-09,145.889099,146.367111,144.894836,145.420654,117.670021,7168238
2017-05-10,144.980881,145.669220,144.483749,144.598465,117.004715,5229895
2017-05-11,144.407272,144.502869,143.202682,144.024857,116.540581,5886783
2017-05-12,143.690247,144.608032,143.403442,143.757172,116.323967,3886204
2017-05-15,143.996170,145.152969,143.833649,144.847031,117.205856,4440793
2017-05-16,144.990433,147.217972,144.990433,146.921600,118.884499,5767330
2017-05-17,146.558319,147.361374,144.254303,144.292542,116.757195,5430309
2017-05-18,144.225616,144.674957,143.508606,144.149139,116.641144,3424813
2017-05-19,144.369019,145.755264,144.254303,145.296371,117.569473,5902578
2017-05-22,145.411087,146.118546,144.933075,145.927338,118.079987,3453997
2017-05-23,145.860428,146.921600,145.238998,145.344162,117.608124,2682467
2017-05-24,145.516251,146.042068,144.579346,145.803055,117.979431,3904090
2017-05-25,146.510513,146.969406,146.223709,146.462708,118.513229,2701504
2017-05-26,146.128113,146.271515,145.372849,145.783936,117.963959,2555692
2017-05-30,145.267685,145.956024,144.923523,145.057358,117.376015,3834636
2017-05-31,145.344162,146.080307,144.980881,145.917786,118.072273,3706396
2017-06-01,146.080307,146.147232,144.961761,145.956024,118.103218,3052333
2017-06-02,146.338425,146.462708,145.124283,145.363297,117.623627,3750642
2017-06-05,145.143402,146.204590,145.009567,145.707458,117.902100,4157955
2017-06-06,145.315491,146.166351,145.315491,145.669220,117.871155,3971871
2017-06-07,146.319305,147.418732,144.168259,144.340347,116.795853,5089522
2017-06-08,144.359467,146.099426,144.282990,145.411087,117.662292,3879614
2017-06-09,145.315491,147.476105,145.200760,147.323135,119.209435,4562129
2017-06-12,147.409180,150.286804,147.246658,148.355637,120.044914,6769189
2017-06-13,148.604202,148.642441,147.370941,147.466537,119.325478,3685581
2017-06-14,147.198853,148.126190,146.214142,147.045883,118.985100,3189359
2017-06-15,146.548752,147.887192,146.548752,147.437866,119.302284,4868398
2017-06-16,147.447418,148.585083,146.242828,148.546844,120.199661,7052132
2017-06-19,148.671127,149.005737,147.743790,148.030594,119.781906,4842457
2017-06-20,147.686417,148.556412,147.466537,148.135757,119.867027,4687858
2017-06-21,148.938812,148.938812,146.644363,147.026764,118.969627,4141846
2017-06-22,147.753342,148.173996,146.931168,147.609940,119.441505,2485819
2017-06-23,147.552582,147.877625,147.036331,147.332703,119.217171,3433181
2017-06-26,147.906311,148.900574,147.829834,148.403442,120.083618,2252561
2017-06-27,148.183563,148.508606,147.705551,147.944550,119.712273,2496279
2017-06-28,148.326965,148.709366,147.973236,148.489487,120.153244,2323166
2017-06-29,148.518158,148.891006,146.864243,147.351822,119.232658,3412261
2017-06-30,147.495224,147.705551,146.405350,147.065002,119.000587,3735789
2017-07-03,146.826004,149.168259,146.768646,148.738052,120.354332,2952335
2017-07-05,148.919693,149.034424,146.873810,146.912048,118.876801,3728362
2017-07-06,146.615677,147.065002,145.535370,145.659653,117.863380,2884345
2017-07-07,145.908218,146.739960,145.449326,146.214142,118.312073,2573265
2017-07-10,146.185471,147.122375,145.917786,146.673035,118.683403,3353685
2017-07-11,146.520081,146.892929,145.363297,146.453156,118.505493,3606085
2017-07-12,146.730408,147.456985,146.319305,146.940720,118.900009,3240403
2017-07-13,146.940720,147.409180,146.453156,146.873810,118.845856,2590001
2017-07-14,147.237091,147.820267,146.653915,147.456985,119.317764,3406194
2017-07-17,146.835571,147.112808,145.544937,146.281067,118.366226,4981680
2017-07-18,145.659653,147.504776,145.315491,147.227539,119.132111,7914873
2017-07-19,143.422562,143.642441,140.258133,141.042068,114.126999,14951106
2017-07-20,141.042068,142.284897,140.564056,141.166351,114.227570,7543961
2017-07-21,141.099426,141.367111,140.066925,140.611862,113.778885,6808937
2017-07-24,140.535370,140.573608,139.388138,139.569794,112.935677,4055970
2017-07-25,140.124283,141.003830,139.608032,139.761002,113.090385,4402509
2017-07-26,139.837479,140.019119,138.116638,138.967499,112.448326,4113290
2017-07-27,138.623322,139.005737,137.323135,138.690247,112.223984,6726617
2017-07-28,138.441681,138.661575,137.514343,137.944550,111.620567,3195321
2017-07-31,138.030594,138.556412,137.829834,138.307846,111.914543,4556062
2017-08-01,138.623322,139.263855,138.355637,138.910141,112.401917,3367597
2017-08-02,138.738052,138.900574,137.877625,138.097519,111.744362,3703781
2017-08-03,138.078400,138.948380,138.078400,138.565964,112.123413,3175028
2017-08-04,138.623322,138.996170,138.049713,138.776291,112.293587,2666672
2017-08-07,138.623322,138.709366,136.472275,137.160614,110.986259,4830742
2017-08-08,135.755264,136.481842,135.755264,135.860428,111.095688,3450440
2017-08-09,135.516251,135.783936,134.980881,135.535370,110.829880,3060387
2017-08-10,135.411087,136.156784,135.019119,135.602295,110.884613,4733568
2017-08-11,136.185471,136.319305,135.296371,135.602295,110.884613,3142184
2017-08-14,135.755264,136.481842,135.697891,136.061188,111.259850,2352036
2017-08-15,136.281067,137.036331,134.397705,135.822174,111.064400,4896849
2017-08-16,135.554489,136.625244,135.382416,136.233276,111.400551,3439039
2017-08-17,136.252396,136.606125,134.512421,134.512421,109.993385,4625517
2017-08-18,134.674957,134.942642,133.441681,133.556412,109.211655,4343724
2017-08-21,133.451248,134.244736,133.011475,134.158707,109.704155,3337472
2017-08-22,134.455063,134.942642,134.206497,134.808792,110.235756,2661442
2017-08-23,134.512421,136.759079,134.493301,135.889099,111.119141,4234522
2017-08-24,136.233276,137.361374,135.994263,136.653915,111.744545,3757441
2017-08-25,136.998093,137.848953,136.950287,137.418732,112.369934,3005053
2017-08-28,137.772461,138.202682,136.128113,136.242828,111.408386,5319956
2017-08-29,135.850861,137.122375,135.659653,136.845123,111.900887,3147937
2017-08-30,136.959854,136.978973,136.147232,136.290634,111.447464,2861856
2017-08-31,136.730408,137.342255,136.357559,136.739960,111.814888,3824594
2017-09-01,136.692154,138.145309,136.692154,137.743790,112.635750,3505878
2017-09-05,137.189301,138.011475,136.424469,136.749527,111.822731,3239985
2017-09-06,137.552582,138.116638,137.189301,137.495224,112.432487,3423872
2017-09-07,137.762909,138.279160,136.147232,136.615677,111.713264,4380857
2017-09-08,136.854691,136.854691,135.411087,136.185471,111.361481,3521045
2017-09-11,137.227539,138.747604,136.720840,138.489487,113.245522,4825616
2017-09-12,138.728485,139.933075,138.154877,139.349899,113.949097,5479053
2017-09-13,138.957932,139.856598,138.948380,139.569794,114.128914,4289646
2017-09-14,139.445511,139.942642,139.110901,139.139572,113.777115,3929717
2017-09-15,138.451248,138.785858,137.743790,138.451248,113.214264,7737471
2017-09-18,138.441681,139.082214,137.925430,138.193115,113.003166,3158397
2017-09-19,138.422562,138.604202,137.877625,138.040146,112.878082,3623762
2017-09-20,138.556412,139.464630,138.068832,139.464630,114.042908,5698085
2017-09-21,139.244736,139.474182,138.718933,138.871887,113.558189,2673158
2017-09-22,139.187378,139.187378,138.231354,138.747604,113.456573,2920746
2017-09-25,138.738052,139.608032,138.537292,139.455063,114.035103,5452903
2017-09-26,139.923523,140.936905,139.521988,140.114716,114.574493,4695076
2017-09-27,140.229446,140.439774,138.652008,139.254303,113.870934,3663824
2017-09-28,139.254303,139.445511,137.868073,139.254303,113.870934,2902441
2017-09-29,139.053543,139.282990,138.546844,138.699814,113.417511,2776816
2017-10-02,138.957932,140.411087,138.824097,140.210327,114.652672,3109967
2017-10-03,140.238998,140.726578,139.904404,140.325043,114.746506,2408624
2017-10-04,140.535370,140.554489,139.684509,140.038239,114.511986,2347642
2017-10-05,140.229446,141.051620,140.038239,140.267685,114.699577,2810079
2017-10-06,140.191208,140.391968,139.885284,140.038239,114.511986,2743867
2017-10-09,140.057358,141.290634,139.913956,140.908218,115.223381,2806000
2017-10-10,141.214142,142.399612,141.156784,141.969406,116.091103,4218100
2017-10-11,141.873810,141.940720,140.803055,141.128113,115.403168,3872501
2017-10-12,141.070740,141.386230,140.315491,140.564056,114.941917,3414458
2017-10-13,140.994263,141.347992,140.478012,140.630981,114.996643,2621904
2017-10-16,140.745697,141.175903,140.066925,140.372849,114.785583,3192497
2017-10-17,140.181641,140.650101,139.751434,140.095596,114.558861,6665530
2017-10-18,150.210327,154.139572,150.047806,152.514343,124.713898,31892749
2017-10-19,152.772461,153.881454,152.093689,153.824097,125.784935,10370253
2017-10-20,153.986618,155.334610,152.743790,154.942642,126.699570,8230765
2017-10-23,154.923523,155.363297,152.523895,152.533463,124.729546,6045252
2017-10-24,152.629059,152.676865,148.346085,149.024857,121.860504,8571656
2017-10-25,149.149139,149.493301,146.328873,146.749527,119.999924,7239471
2017-10-26,147.523895,148.298279,146.787766,146.845123,120.078056,4498323
2017-10-27,147.743790,147.829834,146.185471,146.921600,120.140610,5120379
2017-10-30,146.998093,147.791580,145.994263,147.571701,120.672218,4404078
2017-10-31,147.543015,148.116638,146.204590,147.284897,120.437706,4527402
2017-11-01,147.323135,148.087952,147.065002,147.256210,120.414223,3389249
2017-11-02,147.399612,147.695984,146.185471,146.606125,119.882660,3553890
2017-11-03,146.673035,146.720840,144.827911,144.913956,118.498924,4635663
2017-11-06,145.095596,145.143402,143.671127,144.206497,117.920410,4705326
2017-11-07,144.713196,144.847031,143.881454,144.694077,118.319130,3871351
2017-11-08,144.933075,145.114716,143.671127,144.904404,118.491127,4847582
2017-11-09,143.336517,145.124283,143.269592,143.690247,118.672722,4996219
2017-11-10,144.024857,144.254303,142.581268,142.600388,117.772614,4505436
2017-11-13,142.332703,142.447418,141.414917,141.873810,117.172546,5342445
2017-11-14,141.443588,142.418732,141.003830,142.342255,117.559418,3930868
2017-11-15,141.491394,142.170166,139.780121,140.630981,116.146072,4992872
2017-11-16,141.233276,143.068832,141.013382,142.562134,117.741020,5697039
2017-11-17,142.772461,143.546844,142.284897,142.418732,117.622589,5142659
2017-11-20,144.015289,145.267685,143.307846,143.891006,118.838516,5937619
2017-11-21,144.646271,145.745697,144.550674,145.267685,119.975487,3928985
2017-11-22,145.315491,145.688339,144.674957,145.095596,119.833405,3361426
2017-11-24,145.267685,145.506699,144.674957,145.162521,119.888657,1247878
2017-11-27,145.372849,145.783936,144.952194,145.296371,119.999214,3529204
2017-11-28,145.650101,146.204590,145.028687,145.764816,120.386086,4156490
2017-11-29,146.089859,146.854691,145.478012,146.797318,121.238823,5333240
2017-11-30,146.892929,147.619507,146.347992,147.198853,121.570450,6799837
2017-12-01,147.609940,148.202682,146.185471,147.954117,122.194199,5824023
2017-12-04,149.101334,149.904404,148.250473,149.579346,123.536476,4878858
2017-12-05,149.569794,149.847031,147.877625,148.518158,122.660057,5301128
2017-12-06,147.323135,149.349899,147.313583,147.323135,121.673111,3567592
2017-12-07,146.835571,147.657745,146.520081,146.816437,121.254601,3944571
2017-12-08,148.164429,148.212234,146.797318,148.001907,122.233681,3682234
2017-12-11,148.623322,149.034424,147.772461,148.575531,122.707428,4291424
2017-12-12,150.382416,150.908218,148.336517,149.847031,123.757545,6612603
2017-12-13,149.713196,149.837479,147.122375,147.141495,121.523064,5922034
2017-12-14,147.801147,148.288712,146.940720,147.227539,121.594154,4850720
2017-12-15,146.854691,147.036331,145.344162,145.793503,120.409782,11798775
2017-12-18,146.835571,147.399612,146.472275,146.587006,121.065140,5327069
2017-12-19,147.275330,147.390060,146.357559,146.491394,120.986153,4305754
2017-12-20,146.892929,147.122375,146.061188,146.223709,120.765076,3959842
2017-12-21,146.434036,146.711288,144.827911,144.837479,119.620209,4344979
2017-12-22,145.143402,146.271515,144.837479,145.793503,120.409782,3128168
2017-12-26,145.803055,147.093689,145.793503,146.108994,120.670341,2593034
2017-12-27,146.223709,146.443588,145.898666,146.395798,120.907211,2248168
2017-12-28,146.462708,147.342255,146.462708,147.265778,121.625710,2811230
2017-12-29,147.390060,147.915863,146.673035,146.673035,121.136169,3480147
2018-01-02,147.705551,148.001907,146.787766,147.466537,121.791512,4395815
2018-01-03,150.420654,152.782028,149.455063,151.520081,125.139297,9875914
2018-01-04,152.629059,155.181641,152.361374,154.588913,127.673843,7903785
2018-01-05,155.296371,155.736145,154.015289,155.344162,128.297607,5434807
2018-01-08,155.506699,156.701721,154.588913,156.281067,129.071381,5478425
2018-01-09,156.692154,157.294449,155.889099,156.625244,129.355606,4541523
2018-01-10,155.745697,157.103256,155.353729,156.959854,129.631989,4366109
2018-01-11,157.552582,157.686417,156.118546,156.978973,129.647766,3969047
2018-01-12,156.806885,157.495224,155.860428,155.965576,128.810852,5263367
2018-01-16,157.839386,158.021027,156.166351,156.644363,129.371429,8152733
2018-01-17,160.621414,161.692154,159.904404,161.233276,133.161377,12248660
2018-01-18,162.523895,163.604202,160.755264,161.682602,133.532455,14915228
2018-01-19,157.227539,158.126190,154.206497,155.229446,128.202881,22146435
2018-01-22,154.407272,156.768646,154.024857,155.449326,128.384460,8870917
2018-01-23,155.659653,158.948380,155.363297,158.938812,131.266388,7809645
2018-01-24,159.416824,161.300186,157.571701,158.097519,130.571564,5904670
2018-01-25,158.613770,159.445511,157.925430,158.193115,130.650558,3454415
2018-01-26,158.814529,160.047806,158.499039,159.980881,132.127045,3962143
2018-01-29,160.086044,160.984711,158.709366,159.464630,131.700668,3678782
2018-01-30,158.900574,159.435944,155.984711,156.424469,129.189804,5127806
2018-01-31,156.548752,157.734222,155.602295,156.500961,129.252991,4260149
2018-02-01,156.013382,156.912048,154.780121,155.258133,128.226578,4638173
2018-02-02,154.588913,154.875717,151.883362,152.036331,125.565659,5493487
2018-02-05,150.946457,151.529633,143.403442,145.822174,120.433472,9148944
2018-02-06,143.680695,148.652008,142.552582,148.508606,122.652176,10321614
2018-02-07,147.390060,148.508606,146.539200,147.084137,121.475685,6432063
2018-02-08,145.774384,146.424469,141.013382,141.099426,117.680344,7090939
2018-02-09,142.065002,143.919693,138.049713,142.934998,119.211235,8188402
2018-02-12,144.263855,145.697891,143.690247,144.741867,120.718208,6151944
2018-02-13,144.263855,144.531555,143.059280,144.120453,120.199936,5115986
2018-02-14,143.585083,148.183563,143.403442,147.954117,123.397324,5731034
2018-02-15,148.661575,149.961761,146.940720,149.149139,124.393982,5882286
2018-02-16,148.862335,150.850861,148.843216,149.311661,124.529526,4479913
2018-02-20,148.938812,149.101334,147.103256,148.336517,123.716248,4696122
2018-02-21,148.594650,149.894836,147.131927,147.189301,122.759422,3900116
2018-02-22,147.705551,148.221802,146.070740,146.443588,122.137482,4209732
2018-02-23,147.514343,148.996170,147.294449,148.680695,124.003281,3405881
2018-02-26,148.957932,151.892929,148.671127,151.606125,126.443199,3776374
2018-02-27,151.491394,152.753342,149.646271,149.665390,124.824547,4432216
2018-02-28,150.573608,151.185471,148.948380,148.977051,124.250481,3978461
2018-03-01,148.690247,150.066925,146.070740,147.045883,122.639847,4225108
2018-03-02,146.070740,147.954117,145.200760,147.695984,123.182022,3411111
2018-03-05,147.342255,150.564056,146.988525,150.047806,125.143494,3839448
2018-03-06,150.363297,150.946457,148.336517,148.871887,124.162735,3855242
2018-03-07,148.183563,151.845123,147.925430,151.357559,126.235840,4819654
2018-03-08,152.007645,152.552582,148.250473,149.340347,124.553459,6752558
2018-03-09,150.544937,152.562134,150.382416,152.304016,127.025230,5253221
2018-03-12,152.619507,153.938812,151.883362,153.212234,127.782715,5296421
2018-03-13,153.049713,154.980881,151.826004,152.313583,127.033195,4378138
2018-03-14,153.126190,153.613770,150.803055,151.166351,126.076363,3798863
2018-03-15,151.730408,154.158707,151.548752,152.590820,127.264435,4048648
2018-03-16,153.021027,154.856598,152.619507,153.212234,127.782715,9688784
2018-03-19,152.686417,152.858505,149.569794,150.430206,125.462425,5734172
2018-03-20,150.592728,150.984711,148.460800,149.330780,124.545456,4536188
2018-03-21,149.684509,151.242828,149.063095,149.799240,124.936203,3642381
2018-03-22,148.183563,148.422562,145.315491,145.401535,121.268387,4964630
2018-03-23,145.554489,145.869980,142.007645,142.342255,118.716888,4645181
2018-03-26,144.560226,146.902481,143.671127,146.625244,122.289009,4292679
2018-03-27,147.179733,148.059280,144.512421,145.229446,121.124870,4062350
2018-03-28,145.382416,147.093689,145.210327,145.812622,121.611244,3833381
2018-03-29,146.338425,147.122375,144.435944,146.682602,122.336845,3577320
2018-04-02,146.596558,146.634796,141.902481,143.470367,119.657745,5387318
2018-04-03,144.168259,144.359467,141.778198,143.260040,119.482353,4325942
2018-04-04,141.386230,147.676865,140.965576,147.342255,122.887001,5026344
2018-04-05,147.648178,148.107071,146.596558,147.256210,122.815231,3331928
2018-04-06,146.711288,147.179733,142.963669,143.948380,120.056412,3841853
2018-04-09,145.124283,147.858505,145.066925,145.975143,121.746826,4616207
2018-04-10,148.212234,149.713196,147.944550,148.556412,123.899635,3981494
2018-04-11,147.581268,148.929260,147.112808,148.527725,123.875717,3458599
2018-04-12,149.856598,151.988525,149.780121,151.118546,126.036522,5898812
2018-04-13,151.692154,152.217972,149.053543,149.818359,124.952156,4243727
2018-04-16,151.042068,152.141495,150.736145,150.946457,125.892990,4379393
2018-04-17,151.835571,154.875717,151.539200,153.833649,128.300995,10677045
2018-04-18,145.449326,145.917786,141.739960,142.246658,118.637161,21319258
2018-04-19,142.629059,142.648178,140.172089,141.204590,117.768036,8458061
2018-04-20,141.395798,141.462708,138.154877,138.527725,115.535500,8645818
2018-04-23,138.652008,139.541107,137.982788,139.445511,116.300926,5560118
2018-04-24,140.066925,140.822174,138.173996,139.158707,116.061714,5142659
2018-04-25,139.378586,139.961761,137.772461,139.521988,116.364723,7663414
2018-04-26,140.152969,140.879547,139.770554,140.267685,116.986641,4462027
2018-04-27,140.382416,140.774384,139.254303,140.038239,116.795288,3352953
2018-04-30,140.401535,140.898666,138.585083,138.585083,115.583290,4618613
2018-05-01,138.288712,138.642441,137.160614,138.623322,115.615189,4637336
2018-05-02,138.107071,138.451248,135.822174,136.185471,113.581985,5433865
2018-05-03,135.879547,135.975143,133.747604,135.745697,113.215179,5249456
2018-05-04,134.894836,138.001907,134.110901,137.581268,114.746117,4604701
2018-05-07,137.667297,137.973236,136.367111,136.921600,114.195923,3825222
2018-05-08,136.711288,137.198853,135.812622,136.711288,114.020515,5616079
2018-05-09,135.659653,136.730408,135.066925,136.338425,114.971832,4389016
2018-05-10,136.854691,137.982788,136.720840,137.896744,116.285912,3898024
2018-05-11,137.772461,138.479919,137.265778,137.801147,116.205299,3214567
2018-05-14,138.116638,138.738052,137.801147,137.954117,116.334305,3364041
2018-05-15,137.189301,137.657745,136.634796,137.418732,115.882813,4277512
2018-05-16,137.380493,138.652008,136.969406,138.269592,116.600342,3314460
2018-05-17,138.145309,138.804977,137.447418,138.145309,116.495529,3292494
2018-05-18,138.116638,138.565964,137.657745,137.743790,116.156914,2805581
2018-05-21,138.575531,139.617584,138.317398,139.091782,117.293686,3027856
2018-05-22,139.120453,139.770554,138.623322,138.709366,116.971214,2389064
2018-05-23,138.001907,138.336517,137.170166,138.307846,116.632584,3618846
2018-05-24,138.040146,138.126190,136.663483,137.734222,116.148865,3555040
2018-05-25,137.571701,138.212234,137.151047,137.323135,115.802200,5140358
2018-05-29,136.261948,136.606125,134.043976,135.009567,113.851227,4746330
2018-05-30,135.659653,136.806885,135.583176,136.347992,114.979881,5353951
2018-05-31,136.529633,136.529633,134.847031,135.095596,113.923759,7144494
2018-06-01,136.166351,136.558319,135.391968,135.707458,114.439735,4034945
2018-06-04,136.042068,136.873810,135.927338,136.749527,115.318497,3174924
2018-06-05,136.759079,137.743790,136.749527,137.380493,115.850578,2966456
2018-06-06,137.992355,138.355637,137.227539,138.346085,116.664825,3368225
2018-06-07,138.623322,140.248566,138.556412,138.967499,117.188858,4515059
2018-06-08,138.623322,139.990433,138.021027,139.713196,117.817696,5450183
2018-06-11,140.172089,140.927338,139.713196,140.133850,118.172424,3409960
2018-06-12,140.630981,141.032501,140.172089,140.411087,118.406219,2761963
2018-06-13,140.334610,140.984711,139.770554,139.913956,117.986961,3104737
2018-06-14,140.200760,140.516251,138.709366,138.814529,117.059875,3479310
2018-06-15,138.527725,139.072662,137.380493,138.996170,117.213043,9535336
2018-06-18,137.839386,138.164429,136.845123,138.126190,116.479408,4483574
2018-06-19,136.826004,137.877625,136.663483,137.571701,116.011810,3647402
2018-06-20,137.877625,138.164429,136.147232,136.357559,114.987968,3483075
2018-06-21,136.319305,136.845123,134.636703,135.038239,113.875389,4066534
2018-06-22,135.411087,135.573608,134.588913,135.066925,113.899590,5869420
2018-06-25,134.225616,134.225616,132.198853,132.686417,111.892128,9348207
2018-06-26,133.231354,133.699814,132.246658,132.963669,112.125946,4329917
2018-06-27,132.992355,133.632889,131.405350,131.434036,110.836029,4290483
2018-06-28,132.026764,134.359467,131.883362,133.881454,112.899887,4731790
2018-06-29,134.149139,135.143402,133.470367,133.556412,112.625786,3880765
2018-07-02,132.198853,134.053543,132.122375,133.709366,112.754776,3562048
2018-07-03,134.464630,134.741867,133.240921,133.432129,112.520981,2053507
2018-07-05,134.302109,135.210327,133.776291,135.210327,114.020500,3916956
2018-07-06,135.305923,136.653915,134.961761,136.214142,114.867004,2980054
2018-07-09,136.319305,138.355637,136.204590,138.040146,116.406853,4084316
2018-07-10,138.154877,139.187378,137.915863,138.346085,116.664825,3950742
2018-07-11,137.667297,139.761002,137.667297,138.565964,116.850266,3688824
2018-07-12,139.435944,140.372849,139.330780,140.009567,118.067619,3262997
2018-07-13,140.009567,140.516251,139.388138,139.483749,117.624199,3203480
2018-07-16,139.263855,139.378586,137.868073,139.063095,117.269485,3628365
2018-07-17,138.384323,138.623322,137.036331,137.179733,115.681290,5331148
2018-07-18,137.198853,138.432129,136.462708,138.164429,116.511635,7254324
2018-07-19,141.347992,143.919693,140.774384,142.676865,120.316917,15329967
2018-07-20,142.045883,142.313583,139.827911,139.913956,117.986961,6709672
2018-07-23,139.913956,140.248566,138.632889,139.292542,117.462982,4077203
2018-07-24,140.248566,140.573608,139.502869,139.942642,118.011192,4070614
2018-07-25,139.588913,140.200760,139.101334,140.172089,118.204697,3797921
2018-07-26,140.946457,142.705551,140.181641,140.258133,118.277245,4997788
2018-07-27,140.430206,140.669220,138.298279,138.766724,117.019547,3921768
2018-07-30,138.432129,139.808792,138.326965,139.091782,117.293686,3774177
2018-07-31,139.330780,139.388138,137.820267,138.556412,116.842201,5726013
2018-08-01,138.393875,138.804977,137.036331,137.189301,115.689354,3544266
2018-08-02,136.577438,137.055450,136.070740,136.673035,115.253967,4018104
2018-08-03,136.940720,141.414917,136.711288,141.204590,119.075356,8424066
2018-08-06,140.487579,140.726578,139.168259,139.608032,117.728996,4093730
2018-08-07,140.200760,141.147232,139.913956,140.544937,118.519089,3670205
2018-08-08,140.850861,140.946457,139.808792,140.430206,118.422333,3745831
2018-08-09,139.130020,139.521988,138.365204,138.403442,117.974144,3235801
2018-08-10,138.145309,138.690247,137.552582,138.126190,117.737816,3141243
2018-08-13,137.810699,137.954117,136.261948,136.434036,116.295433,2989991
2018-08-14,136.711288,137.495224,136.644363,137.055450,116.825142,2991560
2018-08-15,136.281067,137.667297,135.755264,137.581268,117.273331,4436609
2018-08-16,138.021027,139.273422,138.021027,138.948380,118.438629,5492232
2018-08-17,138.422562,139.952194,138.326965,139.636703,119.025360,2801816
2018-08-20,139.933075,140.688339,139.722748,140.066925,119.392067,2614686
2018-08-21,140.535370,140.650101,139.474182,139.550674,118.952026,3249817
2018-08-22,139.588913,139.732315,138.804977,138.852768,118.357147,2498894
2018-08-23,138.661575,139.120453,138.384323,138.977051,118.463089,2322538
2018-08-24,139.063095,139.665390,138.499039,139.617584,119.009056,2904324
2018-08-27,140.478012,141.128113,140.076477,140.238998,119.538757,3652214
2018-08-28,140.487579,140.525818,139.761002,140.143402,119.457283,2568244
2018-08-29,140.411087,141.424469,140.152969,141.051620,120.231453,3298875
2018-08-30,140.564056,140.822174,138.862335,139.512421,118.919449,3494058
2018-08-31,139.311661,140.325043,139.139572,140.038239,119.367638,3648971
2018-09-04,139.560226,139.761002,138.441681,139.273422,118.715698,3479205
2018-09-05,138.804977,140.296371,138.671127,140.210327,119.514328,3270319
2018-09-06,140.420654,141.166351,139.139572,139.952194,119.294304,4444245
2018-09-07,139.521988,140.057358,138.738052,139.053543,118.528282,4908983
2018-09-10,140.152969,140.822174,139.158707,139.244736,118.691254,3784742
